0,-1.93731547
0,-1.919862177
0,-1.902408885
0,-1.884955592
0,-1.8675023
0,-1.850049007
0,-1.832595715
0,-1.815142422
0,-1.79768913
0,-1.780235837
0,-1.762782545
0,-1.745329252
0,-1.727875959
0,-1.710422667
0,-1.692969374
0,-1.675516082
0,-1.658062789
0,-1.640609497
0,-1.623156204
0,-1.605702912
0,-1.588249619
0,-1.570796327
0,-1.553343034
0,-1.535889742
0,-1.518436449
0,-1.500983157
0,-1.483529864
0,-1.466076572
0,-1.448623279
0,-1.431169987
0,-1.413716694
0,-1.396263402
0,-1.378810109
0,-1.361356817
0,-1.343903524
0,-1.326450232
0,-1.308996939
0,-1.291543646
0,-1.274090354
0,-1.256637061
0,-1.239183769
0,-1.221730476
0,-1.204277184
0,-1.186823891
0,-1.169370599
0,-1.151917306
0,-1.134464014
0,-1.117010721
0,-1.099557429
0,-1.082104136
0,-1.064650844
0,-1.047197551
0,-1.029744259
0,-1.012290966
0,-0.994837674
0,-0.977384381
0,-0.959931089
0,-0.942477796
0,-0.925024504
0,-0.907571211
0,-0.890117919
0,-0.872664626
0,-0.855211333
0.00130719,-0.837758041
0.002614379,-0.820304748
0.009150327,-0.802851456
0.025490196,-0.785398163
0.046405229,-0.767944871
0.077777778,-0.750491578
0.110457516,-0.733038286
0.145098039,-0.715584993
0.177777778,-0.698131701
0.224836601,-0.680678408
0.264052288,-0.663225116
0.299346405,-0.645771823
0.34379085,-0.628318531
0.403921569,-0.610865238
0.460130719,-0.593411946
0.541176471,-0.575958653
0.640522876,-0.558505361
0.735947712,-0.541052068
0.781699346,-0.523598776
0.813071895,-0.506145483
0.807843137,-0.488692191
0.840522876,-0.471238898
0.875816993,-0.453785606
0.877124183,-0.436332313
0.870588235,-0.41887902
0.862745098,-0.401425728
0.866666667,-0.383972435
0.864052288,-0.366519143
0.873202614,-0.34906585
0.873202614,-0.331612558
0.861437908,-0.314159265
0.852287582,-0.296705973
0.853594771,-0.27925268
0.858823529,-0.261799388
0.858823529,-0.244346095
0.85751634,-0.226892803
0.861437908,-0.20943951
0.867973856,-0.191986218
0.873202614,-0.174532925
0.88496732,-0.157079633
0.873202614,-0.13962634
0.850980392,-0.122173048
0.839215686,-0.104719755
0.841830065,-0.087266463
0.864052288,-0.06981317
0.901960784,-0.052359878
0.941176471,-0.034906585
0.976470588,-0.017453293
1,0
0.969934641,0.017453293
0.929411765,0.034906585
0.896732026,0.052359878
0.882352941,0.06981317
0.864052288,0.087266463
0.853594771,0.104719755
0.830065359,0.122173048
0.809150327,0.13962634
0.762091503,0.157079633
0.664052288,0.174532925
0.576470588,0.191986218
0.51503268,0.20943951
0.464052288,0.226892803
0.415686275,0.244346095
0.375163399,0.261799388
0.337254902,0.27925268
0.292810458,0.296705973
0.247058824,0.314159265
0.207843137,0.331612558
0.175163399,0.34906585
0.132026144,0.366519143
0.093464052,0.383972435
0.062091503,0.401425728
0.034640523,0.41887902
0.014379085,0.436332313
0.005882353,0.453785606
0.00130719,0.471238898
0,0.488692191
0,0.506145483
0,0.523598776
0,0.541052068
0,0.558505361
0,0.575958653
0,0.593411946
0,0.610865238
0,0.628318531
0,0.645771823
0,0.663225116
0,0.680678408
0,0.698131701
0,0.715584993
0,0.733038286
0,0.750491578
0,0.767944871
0,0.785398163
0,0.802851456
0,0.820304748
0,0.837758041
0,0.855211333
0,0.872664626
0,0.890117919
0,0.907571211
0,0.925024504
0,0.942477796
0,0.959931089
0,0.977384381
0,0.994837674
0,1.012290966
0,1.029744259
0,1.047197551
0,1.064650844
0,1.082104136
0,1.099557429
0,1.117010721
0,1.134464014
0,1.151917306
0,1.169370599
0,1.186823891
0,1.204277184
0,1.221730476
0,1.239183769
0,1.256637061
0,1.274090354
0,1.291543646
0,1.308996939
0,1.326450232
0,1.343903524
0,1.361356817
0,1.378810109
0,1.396263402
0,1.413716694
0,1.431169987
0,1.448623279
0,1.466076572
0,1.483529864
0,1.500983157
0,1.518436449
0,1.535889742
